Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
22/07/2021,2021,BMW 6 Series,37430,5,Asia,South Korea,Online
22/07/2021,2021,BMW M4,68918,3,Europe,Germany,Wholesale
22/07/2021,2021,BMW Z4,50762,2,Europe,Spain,Online
22/07/2021,2021,BMW X1,46090,2,North America,Canada,Wholesale
23/07/2021,2021,BMW M2,96798,4,Africa,Nigeria,Dealership
24/07/2021,2021,BMW X1,71541,3,South America,Brazil,Online
24/07/2021,2021,BMW 1 Series,110174,4,Asia,Japan,Dealership
,,,,,,,
26/07/2021,2021,BMW M8,85092,1,South America,Chile,Dealership
26/07/2021,2021,BMW 6 Series,79179,5,Africa,Kenya,Online
27/07/2021,2021,BMW X5,57677,1,South America,Argentina,Dealership
27/07/2021,2021,BMW X6,40298,2,North America,United States,Dealership
27/07/2021,2021,BMW 7 Series,59572,5,North America,Canada,Wholesale
27/07/2021,2021,BMW X6,107831,1,Europe,France,Wholesale
28/07/2021,2021,BMW M8,64563,2,Europe,United Kingdom,Dealership
29/07/2021,2021,BMW X5,54045,1,Europe,Italy,Wholesale
30/07/2021,2021,BMW X3,93654,5,Europe,France,Online
30/07/2021,2021,BMW X6,55836,1,Africa,Morocco,Wholesale
30/07/2021,2021,BMW X6,56508,5,Europe,France,Dealership
31/07/2021,2021,BMW M4,41282,1,South America,Argentina,Dealership
31/07/2021,2021,BMW 4 Series,51198,4,Europe,United Kingdom,Online
,,,,,,,
31/07/2021,2021,BMW X6,94668,1,Europe,United Kingdom,Dealership
01/08/2021,2021,BMW M2,114614,1,South America,Brazil,Dealership
01/08/2021,2021,BMW X6,118295,4,South America,Brazil,Dealership
01/08/2021,2021,BMW X2,46257,2,South America,Colombia,Online
01/08/2021,2021,BMW iX3,38308,5,Asia,South Korea,Dealership
02/08/2021,2021,BMW 4 Series,90951,3,Asia,India,Dealership
,,,,,,,
02/08/2021,2021,BMW iX3,72973,2,Asia,Japan,Dealership
02/08/2021,2021,BMW 5 Series,74782,5,Europe,Italy,Wholesale
03/08/2021,2021,BMW 1 Series,72774,1,Asia,Japan,Wholesale
,,,,,,,
03/08/2021,2021,BMW i8,77611,2,Europe,France,Dealership
03/08/2021,2021,BMW iX3,63779,1,South America,Brazil,Dealership
03/08/2021,2021,BMW 3 Series,74156,2,North America,United States,Online
,,,,,,,
03/08/2021,2021,BMW 7 Series,110808,2,Asia,Thailand,Wholesale
05/08/2021,2021,BMW 2 Series,100015,3,Europe,Spain,Dealership
,,,,,,,
05/08/2021,2021,BMW X5,103230,4,Asia,Thailand,Dealership
05/08/2021,2021,BMW X2,77346,2,South America,Peru,Wholesale
05/08/2021,2021,BMW X3,60158,1,North America,United States,Wholesale
05/08/2021,2021,BMW 6 Series,70542,3,North America,United States,Wholesale
06/08/2021,2021,BMW M4,71128,2,Africa,Egypt,Wholesale
06/08/2021,2021,BMW X5,75991,4,North America,United States,Wholesale
06/08/2021,2021,BMW 8 Series,114320,1,North America,Canada,Dealership
07/08/2021,2021,BMW X6,98541,3,Asia,Thailand,Online
07/08/2021,2021,BMW 4 Series,69766,5,Asia,India,Online
,,,,,,,
07/08/2021,2021,BMW M2,98876,4,Europe,Italy,Online
07/08/2021,2021,BMW 3 Series,33864,5,South America,Chile,Online
,,,,,,,
08/08/2021,2021,BMW i3,118660,5,Africa,Nigeria,Dealership
08/08/2021,2021,BMW iX3,85951,3,Africa,Morocco,Online
08/08/2021,2021,BMW X4,73969,3,Asia,China,Dealership
09/08/2021,2021,BMW i8,104836,3,North America,Mexico,Dealership
09/08/2021,2021,BMW 2 Series,39156,5,South America,Peru,Wholesale
,,,,,,,
09/08/2021,2021,BMW X7,83749,1,Africa,Morocco,Online
10/08/2021,2021,BMW 3 Series,96024,3,South America,Chile,Online
,,,,,,,
11/08/2021,2021,BMW 6 Series,57488,4,North America,Mexico,Online
11/08/2021,2021,BMW M4,46306,3,North America,Mexico,Wholesale
11/08/2021,2021,BMW X7,52254,3,Europe,United Kingdom,Dealership
11/08/2021,2021,BMW X2,91572,3,North America,Mexico,Online
11/08/2021,2021,BMW 2 Series,47538,5,Europe,Italy,Online
,,,,,,,
11/08/2021,2021,BMW 7 Series,57700,1,Europe,United Kingdom,Online
11/08/2021,2021,BMW M5,53007,3,Africa,Nigeria,Dealership
12/08/2021,2021,BMW iX,115054,5,South America,Argentina,Online
12/08/2021,2021,BMW X1,103040,4,Africa,Kenya,Dealership
12/08/2021,2021,BMW M8,112946,1,Europe,Spain,Online
13/08/2021,2021,BMW 7 Series,66389,5,Europe,Spain,Online
14/08/2021,2021,BMW X7,115783,2,Europe,Spain,Dealership
14/08/2021,2021,BMW 8 Series,31943,4,South America,Peru,Dealership
14/08/2021,2021,BMW iX3,93572,4,South America,Peru,Wholesale
14/08/2021,2021,BMW 3 Series,84004,2,Africa,Egypt,Dealership
,,,,,,,
15/08/2021,2021,BMW 8 Series,59495,5,Europe,Germany,Online
15/08/2021,2021,BMW 7 Series,39593,5,Africa,Nigeria,Wholesale
15/08/2021,2021,BMW 1 Series,32673,4,Africa,South Africa,Online
,,,,,,,
15/08/2021,2021,BMW M3,41721,5,South America,Colombia,Online
16/08/2021,2021,BMW i4,90977,2,South America,Peru,Wholesale
16/08/2021,2021,BMW M4,111079,5,South America,Colombia,Dealership
16/08/2021,2021,BMW iX,33140,4,Europe,Italy,Wholesale
16/08/2021,2021,BMW 1 Series,106237,5,Africa,South Africa,Wholesale
,,,,,,,
16/08/2021,2021,BMW iX,80135,1,Africa,Nigeria,Wholesale
16/08/2021,2021,BMW X5,43102,2,Europe,France,Online
16/08/2021,2021,BMW iX3,103803,2,Asia,India,Dealership
16/08/2021,2021,BMW X1,104327,3,Africa,Nigeria,Wholesale
17/08/2021,2021,BMW M8,118576,5,Asia,Thailand,Online
17/08/2021,2021,BMW 4 Series,73183,2,North America,Mexico,Dealership
,,,,,,,
17/08/2021,2021,BMW 4 Series,77510,5,Europe,Spain,Online
,,,,,,,
18/08/2021,2021,BMW M2,86899,1,Africa,Egypt,Wholesale
19/08/2021,2021,BMW 2 Series,79869,4,North America,Mexico,Dealership
,,,,,,,
19/08/2021,2021,BMW 4 Series,44897,4,Europe,United Kingdom,Online
,,,,,,,
19/08/2021,2021,BMW X3,82236,3,Asia,China,Dealership
19/08/2021,2021,BMW 7 Series,43901,3,North America,Canada,Wholesale
20/08/2021,2021,BMW 1 Series,59404,2,Asia,China,Wholesale
,,,,,,,
20/08/2021,2021,BMW M3,78671,2,Europe,United Kingdom,Wholesale
20/08/2021,2021,BMW X2,118589,2,South America,Chile,Dealership
20/08/2021,2021,BMW X6,118970,1,North America,Mexico,Dealership
20/08/2021,2021,BMW i8,45430,3,Africa,South Africa,Online
21/08/2021,2021,BMW X1,80641,3,North America,Mexico,Online
21/08/2021,2021,BMW X6,54055,4,Europe,United Kingdom,Wholesale
22/08/2021,2021,BMW M3,82290,3,North America,United States,Wholesale
22/08/2021,2021,BMW M5,118424,3,North America,Mexico,Dealership
23/08/2021,2021,BMW X5,42043,1,Europe,France,Dealership
23/08/2021,2021,BMW i8,44060,2,Europe,Spain,Dealership
24/08/2021,2021,BMW Z4,104805,1,Asia,India,Dealership
24/08/2021,2021,BMW X3,93690,5,Africa,South Africa,Dealership
25/08/2021,2021,BMW X3,93564,4,Asia,China,Wholesale
25/08/2021,2021,BMW 6 Series,117821,4,North America,United States,Wholesale
25/08/2021,2021,BMW X3,35383,4,Africa,Kenya,Wholesale
26/08/2021,2021,BMW X3,72180,2,Asia,India,Online
26/08/2021,2021,BMW 3 Series,37669,2,North America,Mexico,Online
,,,,,,,
26/08/2021,2021,BMW X1,91439,2,North America,Canada,Online
26/08/2021,2021,BMW M2,99529,4,Asia,Japan,Wholesale
26/08/2021,2021,BMW 2 Series,117189,4,North America,Canada,Wholesale
,,,,,,,
26/08/2021,2021,BMW 4 Series,31237,4,South America,Peru,Online
,,,,,,,
26/08/2021,2021,BMW iX,67703,5,Africa,Kenya,Wholesale
27/08/2021,2021,BMW M2,37408,5,Europe,Spain,Wholesale
27/08/2021,2021,BMW 7 Series,98197,4,South America,Colombia,Wholesale
28/08/2021,2021,BMW 2 Series,110653,2,Europe,Germany,Online
,,,,,,,
29/08/2021,2021,BMW 2 Series,115346,2,Asia,Japan,Dealership
,,,,,,,
30/08/2021,2021,BMW 4 Series,45930,5,South America,Peru,Dealership
,,,,,,,
30/08/2021,2021,BMW 4 Series,85881,5,Africa,South Africa,Wholesale
,,,,,,,
30/08/2021,2021,BMW M3,97238,4,Africa,Nigeria,Dealership
31/08/2021,2021,BMW 4 Series,53427,4,North America,Canada,Dealership
,,,,,,,
01/09/2021,2021,BMW X2,109919,2,South America,Brazil,Online
01/09/2021,2021,BMW M2,91353,3,Africa,Kenya,Dealership
03/09/2021,2021,BMW X1,74555,2,Asia,India,Online
03/09/2021,2021,BMW M8,38678,2,Europe,Germany,Dealership
03/09/2021,2021,BMW i4,100746,4,Europe,United Kingdom,Online
03/09/2021,2021,BMW Z4,98264,3,South America,Brazil,Online
04/09/2021,2021,BMW X5,107568,3,Africa,Egypt,Dealership
04/09/2021,2021,BMW iX3,104041,4,Asia,Japan,Online
04/09/2021,2021,BMW i8,44075,1,Africa,Nigeria,Wholesale
04/09/2021,2021,BMW 8 Series,72680,4,North America,United States,Dealership
05/09/2021,2021,BMW i3,105507,5,Asia,Thailand,Wholesale
05/09/2021,2021,BMW i4,40988,3,Asia,China,Dealership
05/09/2021,2021,BMW M3,48262,4,South America,Peru,Wholesale
06/09/2021,2021,BMW X4,33857,2,Asia,Japan,Wholesale
06/09/2021,2021,BMW X3,114502,2,Asia,India,Dealership
06/09/2021,2021,BMW M3,74541,2,Europe,France,Online
08/09/2021,2021,BMW 8 Series,36630,4,Europe,Germany,Dealership
08/09/2021,2021,BMW 4 Series,45468,1,South America,Peru,Wholesale
,,,,,,,
08/09/2021,2021,BMW 2 Series,34987,5,South America,Brazil,Online
,,,,,,,
09/09/2021,2021,BMW 7 Series,90445,2,Africa,Egypt,Online
09/09/2021,2021,BMW X2,106488,4,Africa,South Africa,Dealership
09/09/2021,2021,BMW X2,93368,1,Africa,South Africa,Dealership
09/09/2021,2021,BMW iX3,79634,3,North America,United States,Wholesale
09/09/2021,2021,BMW X6,85344,3,Asia,China,Online
09/09/2021,2021,BMW iX,39872,5,South America,Peru,Online
10/09/2021,2021,BMW Z4,48936,4,Europe,Spain,Wholesale
10/09/2021,2021,BMW iX,61001,4,Africa,Morocco,Wholesale
10/09/2021,2021,BMW X3,99134,2,North America,Canada,Dealership
11/09/2021,2021,BMW i3,113762,1,Africa,South Africa,Dealership
11/09/2021,2021,BMW iX,55168,5,North America,United States,Wholesale
12/09/2021,2021,BMW i3,50704,1,Asia,South Korea,Wholesale
12/09/2021,2021,BMW 3 Series,84157,5,North America,Mexico,Wholesale
,,,,,,,
12/09/2021,2021,BMW Z4,63428,4,Europe,Germany,Dealership
13/09/2021,2021,BMW X4,33255,4,North America,Mexico,Dealership
13/09/2021,2021,BMW 2 Series,83861,5,Africa,Nigeria,Wholesale
,,,,,,,
13/09/2021,2021,BMW iX3,103002,1,North America,United States,Wholesale
13/09/2021,2021,BMW i3,69453,3,Asia,China,Online
13/09/2021,2021,BMW M4,119443,3,Africa,South Africa,Online
13/09/2021,2021,BMW i3,51826,2,South America,Argentina,Dealership
14/09/2021,2021,BMW Z4,99445,2,Asia,India,Online
14/09/2021,2021,BMW X5,36088,1,Africa,Egypt,Online
14/09/2021,2021,BMW 2 Series,56730,4,South America,Colombia,Dealership
,,,,,,,
14/09/2021,2021,BMW 4 Series,43570,1,Africa,Nigeria,Online
,,,,,,,
14/09/2021,2021,BMW M5,46471,5,Europe,United Kingdom,Wholesale
14/09/2021,2021,BMW i3,83906,3,Asia,South Korea,Online
15/09/2021,2021,BMW X1,118545,2,Africa,Kenya,Dealership
15/09/2021,2021,BMW X1,109908,1,North America,Mexico,Dealership
15/09/2021,2021,BMW X7,82900,1,North America,United States,Wholesale
16/09/2021,2021,BMW X2,63527,5,Europe,United Kingdom,Dealership
16/09/2021,2021,BMW i8,63738,4,Africa,Nigeria,Dealership
16/09/2021,2021,BMW i4,76973,4,Europe,United Kingdom,Wholesale
16/09/2021,2021,BMW X2,108191,3,Africa,Egypt,Online
17/09/2021,2021,BMW 8 Series,111176,2,Europe,Italy,Online
17/09/2021,2021,BMW i8,51530,4,North America,Mexico,Dealership
17/09/2021,2021,BMW 7 Series,30715,4,North America,United States,Dealership
17/09/2021,2021,BMW X5,55247,4,Asia,South Korea,Online
17/09/2021,2021,BMW iX,65236,1,Europe,France,Online
17/09/2021,2021,BMW i8,65749,4,Europe,United Kingdom,Dealership
17/09/2021,2021,BMW 2 Series,70558,5,Asia,China,Online
,,,,,,,
18/09/2021,2021,BMW 6 Series,76059,3,North America,Mexico,Dealership
18/09/2021,2021,BMW X7,107080,4,Europe,Spain,Dealership
18/09/2021,2021,BMW X5,36829,2,Asia,Japan,Wholesale
18/09/2021,2021,BMW 4 Series,74344,1,Europe,Italy,Wholesale
,,,,,,,
19/09/2021,2021,BMW Z4,87943,5,Asia,India,Online
19/09/2021,2021,BMW X7,98971,3,South America,Peru,Dealership
19/09/2021,2021,BMW 4 Series,108253,1,Europe,France,Online
,,,,,,,
20/09/2021,2021,BMW 1 Series,81548,5,Africa,Egypt,Online
,,,,,,,
20/09/2021,2021,BMW M5,99073,1,Asia,India,Wholesale
20/09/2021,2021,BMW 4 Series,95869,3,Asia,Thailand,Dealership
,,,,,,,
20/09/2021,2021,BMW X6,85041,3,South America,Chile,Wholesale
21/09/2021,2021,BMW 2 Series,40485,4,Europe,Germany,Wholesale
,,,,,,,
22/09/2021,2021,BMW M4,79217,2,Europe,Germany,Wholesale
22/09/2021,2021,BMW i4,45175,4,North America,Mexico,Dealership
23/09/2021,2021,BMW i4,63831,1,Europe,Spain,Wholesale
23/09/2021,2021,BMW Z4,65284,4,Asia,Thailand,Online
23/09/2021,2021,BMW 7 Series,72281,3,Europe,Spain,Dealership
23/09/2021,2021,BMW 4 Series,54601,3,Asia,Thailand,Dealership
,,,,,,,
24/09/2021,2021,BMW X2,105827,3,Asia,Thailand,Online
24/09/2021,2021,BMW i8,85450,4,North America,Mexico,Online
24/09/2021,2021,BMW 1 Series,114660,5,North America,Canada,Online
,,,,,,,
25/09/2021,2021,BMW X7,44052,4,South America,Chile,Wholesale
25/09/2021,2021,BMW 3 Series,87247,4,Europe,Spain,Wholesale
,,,,,,,
25/09/2021,2021,BMW 5 Series,106939,4,Asia,China,Wholesale
25/09/2021,2021,BMW X2,105045,4,Africa,Kenya,Wholesale
25/09/2021,2021,BMW X3,54529,3,Africa,Egypt,Wholesale
26/09/2021,2021,BMW X2,32539,2,Asia,South Korea,Wholesale
26/09/2021,2021,BMW 6 Series,35230,4,Africa,Morocco,Wholesale
26/09/2021,2021,BMW 6 Series,35521,4,Asia,Japan,Wholesale
26/09/2021,2021,BMW M5,67208,2,Asia,Japan,Wholesale
26/09/2021,2021,BMW 6 Series,99726,4,Africa,Kenya,Dealership
27/09/2021,2021,BMW 3 Series,108970,2,North America,Canada,Dealership
,,,,,,,
27/09/2021,2021,BMW 2 Series,118228,3,Asia,South Korea,Dealership
,,,,,,,
27/09/2021,2021,BMW 4 Series,74544,5,Africa,Morocco,Wholesale
,,,,,,,
28/09/2021,2021,BMW X6,70735,4,Asia,China,Dealership
28/09/2021,2021,BMW X1,49750,5,Europe,Italy,Wholesale
29/09/2021,2021,BMW 3 Series,65980,4,Africa,Egypt,Wholesale
,,,,,,,
29/09/2021,2021,BMW iX,55618,1,Africa,Kenya,Dealership
29/09/2021,2021,BMW Z4,117204,1,Europe,United Kingdom,Dealership
30/09/2021,2021,BMW i3,35164,3,Asia,China,Online
30/09/2021,2021,BMW X6,96610,5,Europe,Germany,Dealership
30/09/2021,2021,BMW 8 Series,107271,5,Africa,Nigeria,Dealership
30/09/2021,2021,BMW X6,87740,2,Asia,Thailand,Wholesale
01/10/2021,2021,BMW 6 Series,95123,2,North America,Canada,Wholesale
01/10/2021,2021,BMW 4 Series,73056,4,South America,Peru,Wholesale
,,,,,,,
01/10/2021,2021,BMW 6 Series,45270,2,North America,United States,Online
01/10/2021,2021,BMW 3 Series,65925,2,Asia,India,Wholesale
,,,,,,,
01/10/2021,2021,BMW X6,54225,5,South America,Colombia,Wholesale
02/10/2021,2021,BMW Z4,78544,1,Africa,South Africa,Dealership
02/10/2021,2021,BMW 1 Series,96606,5,Asia,China,Wholesale
,,,,,,,
02/10/2021,2021,BMW 7 Series,39874,2,Africa,South Africa,Online
03/10/2021,2021,BMW 3 Series,60284,4,Europe,Italy,Online
,,,,,,,
03/10/2021,2021,BMW iX,64782,1,Asia,Thailand,Dealership
04/10/2021,2021,BMW 3 Series,84524,2,Asia,India,Wholesale
,,,,,,,
04/10/2021,2021,BMW X1,92661,2,Europe,France,Wholesale
05/10/2021,2021,BMW 2 Series,38614,4,Africa,Kenya,Dealership
,,,,,,,
05/10/2021,2021,BMW X6,82634,4,South America,Peru,Online
06/10/2021,2021,BMW X7,115550,2,Europe,United Kingdom,Online
07/10/2021,2021,BMW Z4,62640,2,Asia,Japan,Online
07/10/2021,2021,BMW X5,47696,5,North America,Mexico,Dealership
07/10/2021,2021,BMW M8,44436,3,Asia,China,Wholesale
07/10/2021,2021,BMW 4 Series,39515,4,North America,United States,Wholesale
,,,,,,,
08/10/2021,2021,BMW X3,72012,4,Europe,Italy,Dealership
09/10/2021,2021,BMW 2 Series,115968,5,North America,Canada,Dealership
,,,,,,,
09/10/2021,2021,BMW X2,73654,1,Africa,South Africa,Online
10/10/2021,2021,BMW M5,51086,1,South America,Chile,Wholesale
10/10/2021,2021,BMW 5 Series,46923,1,South America,Colombia,Wholesale
10/10/2021,2021,BMW 1 Series,44003,4,North America,Canada,Wholesale
,,,,,,,
12/10/2021,2021,BMW i3,47013,3,Europe,Italy,Dealership
12/10/2021,2021,BMW i8,46551,3,Asia,China,Online
13/10/2021,2021,BMW i8,95633,5,Asia,India,Online
13/10/2021,2021,BMW M4,49668,1,Africa,Kenya,Wholesale
13/10/2021,2021,BMW X4,31634,1,South America,Chile,Online
14/10/2021,2021,BMW 7 Series,105440,2,South America,Brazil,Online
14/10/2021,2021,BMW 1 Series,39764,5,Europe,Spain,Dealership
,,,,,,,
14/10/2021,2021,BMW Z4,55651,5,South America,Chile,Online
15/10/2021,2021,BMW M5,30100,4,Africa,Morocco,Dealership
15/10/2021,2021,BMW iX3,86327,4,Asia,India,Online
15/10/2021,2021,BMW X4,83179,5,South America,Peru,Wholesale
16/10/2021,2021,BMW i3,85883,3,Africa,Nigeria,Wholesale
16/10/2021,2021,BMW 8 Series,115058,5,Europe,United Kingdom,Dealership
16/10/2021,2021,BMW 4 Series,57163,3,Europe,France,Online
,,,,,,,
17/10/2021,2021,BMW Z4,86081,4,Africa,Egypt,Dealership
17/10/2021,2021,BMW i3,117200,5,South America,Colombia,Online
18/10/2021,2021,BMW iX3,83833,3,South America,Brazil,Dealership
18/10/2021,2021,BMW i3,81342,2,South America,Argentina,Wholesale
18/10/2021,2021,BMW i3,81538,2,South America,Argentina,Wholesale
18/10/2021,2021,BMW iX,52487,5,Asia,South Korea,Wholesale
19/10/2021,2021,BMW M3,84345,1,North America,Mexico,Online
20/10/2021,2021,BMW 2 Series,74183,5,Europe,Germany,Wholesale
,,,,,,,
20/10/2021,2021,BMW X1,92232,4,South America,Argentina,Wholesale
20/10/2021,2021,BMW M2,110773,4,Africa,South Africa,Online
21/10/2021,2021,BMW X2,37928,2,Asia,Japan,Online
21/10/2021,2021,BMW 8 Series,61760,3,South America,Peru,Wholesale
21/10/2021,2021,BMW 4 Series,90539,2,North America,Mexico,Wholesale
,,,,,,,
21/10/2021,2021,BMW M8,60027,3,North America,United States,Wholesale
22/10/2021,2021,BMW X5,117986,5,North America,United States,Online
22/10/2021,2021,BMW X4,70680,1,Africa,Egypt,Online
22/10/2021,2021,BMW X5,34370,4,South America,Colombia,Wholesale
22/10/2021,2021,BMW i3,115990,5,South America,Argentina,Dealership
22/10/2021,2021,BMW 3 Series,76642,2,Europe,Spain,Online
,,,,,,,
22/10/2021,2021,BMW i3,95997,5,Europe,Spain,Wholesale
23/10/2021,2021,BMW 4 Series,52623,1,South America,Brazil,Dealership
,,,,,,,
23/10/2021,2021,BMW X6,88536,3,Asia,China,Wholesale
23/10/2021,2021,BMW 3 Series,106566,1,South America,Colombia,Online
,,,,,,,
25/10/2021,2021,BMW 7 Series,34758,2,Asia,South Korea,Online
25/10/2021,2021,BMW i4,117719,1,Asia,South Korea,Wholesale
25/10/2021,2021,BMW M2,41333,4,Africa,Kenya,Wholesale
26/10/2021,2021,BMW X7,55594,1,South America,Peru,Online
26/10/2021,2021,BMW X6,38894,5,South America,Peru,Wholesale
26/10/2021,2021,BMW 2 Series,74905,3,Europe,Germany,Online
,,,,,,,
26/10/2021,2021,BMW Z4,92284,4,Africa,Morocco,Online
26/10/2021,2021,BMW i4,77995,4,Asia,China,Wholesale
28/10/2021,2021,BMW 2 Series,65516,4,South America,Chile,Dealership
,,,,,,,
29/10/2021,2021,BMW iX3,74696,2,Africa,Egypt,Wholesale
29/10/2021,2021,BMW M4,99853,2,Asia,India,Wholesale
29/10/2021,2021,BMW i3,35213,5,Africa,Egypt,Dealership
30/10/2021,2021,BMW i3,61051,3,Africa,Egypt,Online
30/10/2021,2021,BMW M2,58754,1,Asia,China,Dealership
30/10/2021,2021,BMW i3,75858,5,North America,Mexico,Online
30/10/2021,2021,BMW iX,95971,2,North America,Mexico,Dealership
01/11/2021,2021,BMW 4 Series,87202,5,Europe,France,Online
,,,,,,,
01/11/2021,2021,BMW 8 Series,119317,3,Africa,Nigeria,Online
01/11/2021,2021,BMW 5 Series,94949,5,South America,Brazil,Wholesale
01/11/2021,2021,BMW 3 Series,101441,4,Africa,Egypt,Wholesale
,,,,,,,
02/11/2021,2021,BMW 6 Series,31125,1,North America,United States,Wholesale
02/11/2021,2021,BMW X6,86543,2,North America,Mexico,Online
02/11/2021,2021,BMW 3 Series,94372,2,Africa,South Africa,Dealership
,,,,,,,
02/11/2021,2021,BMW 8 Series,97824,3,Europe,Germany,Wholesale
03/11/2021,2021,BMW M3,38373,3,North America,Mexico,Wholesale
03/11/2021,2021,BMW X7,56866,3,South America,Argentina,Dealership
03/11/2021,2021,BMW 8 Series,101980,2,North America,Mexico,Online
03/11/2021,2021,BMW M2,41227,4,Africa,Kenya,Wholesale
03/11/2021,2021,BMW 7 Series,63152,1,Europe,France,Online
03/11/2021,2021,BMW 1 Series,58198,3,South America,Argentina,Dealership
,,,,,,,
04/11/2021,2021,BMW 8 Series,44284,2,Africa,Kenya,Online
04/11/2021,2021,BMW M2,70059,4,North America,Canada,Online
04/11/2021,2021,BMW X6,108847,3,Africa,South Africa,Dealership
04/11/2021,2021,BMW X7,117310,3,South America,Argentina,Dealership
04/11/2021,2021,BMW X2,59553,1,Asia,South Korea,Dealership
04/11/2021,2021,BMW X5,108893,1,Africa,Morocco,Online
05/11/2021,2021,BMW i4,39322,5,Africa,Morocco,Dealership
06/11/2021,2021,BMW M2,38127,3,Africa,South Africa,Wholesale
06/11/2021,2021,BMW M5,33709,5,North America,United States,Dealership
07/11/2021,2021,BMW i4,87061,2,Europe,Spain,Dealership
07/11/2021,2021,BMW X3,63067,1,Europe,Spain,Wholesale
07/11/2021,2021,BMW 1 Series,61818,4,Asia,South Korea,Online
,,,,,,,
08/11/2021,2021,BMW X4,108002,3,Africa,Morocco,Online
08/11/2021,2021,BMW X4,108669,3,Africa,Kenya,Wholesale
08/11/2021,2021,BMW M3,83846,5,South America,Brazil,Online
09/11/2021,2021,BMW X2,51370,1,North America,United States,Wholesale
09/11/2021,2021,BMW 2 Series,99098,5,North America,Mexico,Online
,,,,,,,
10/11/2021,2021,BMW X3,82047,3,Europe,Germany,Dealership
10/11/2021,2021,BMW X6,38673,1,Asia,South Korea,Wholesale
11/11/2021,2021,BMW M8,82034,3,Asia,South Korea,Dealership
12/11/2021,2021,BMW X2,106553,1,Europe,Spain,Online
12/11/2021,2021,BMW X7,50810,3,South America,Chile,Dealership
12/11/2021,2021,BMW M3,90772,4,Asia,Thailand,Dealership
12/11/2021,2021,BMW M2,117154,5,Asia,China,Wholesale
13/11/2021,2021,BMW 7 Series,107762,1,North America,Mexico,Dealership
13/11/2021,2021,BMW M5,40038,5,Asia,India,Wholesale
13/11/2021,2021,BMW M3,118715,1,Africa,South Africa,Wholesale
14/11/2021,2021,BMW X5,87987,1,South America,Chile,Online
14/11/2021,2021,BMW i3,42289,1,Asia,Japan,Dealership
14/11/2021,2021,BMW X2,64905,3,Asia,South Korea,Online
15/11/2021,2021,BMW 3 Series,30969,2,Europe,Italy,Online
,,,,,,,
15/11/2021,2021,BMW 2 Series,91166,3,Asia,China,Online
,,,,,,,
15/11/2021,2021,BMW M2,99277,2,Europe,Germany,Dealership
15/11/2021,2021,BMW X7,111544,3,Africa,Nigeria,Wholesale
15/11/2021,2021,BMW 3 Series,106749,2,Africa,Morocco,Wholesale
,,,,,,,
16/11/2021,2021,BMW M4,36214,1,Africa,Kenya,Online
16/11/2021,2021,BMW i3,35720,1,Africa,Nigeria,Dealership
16/11/2021,2021,BMW i3,118484,2,Asia,Japan,Wholesale
17/11/2021,2021,BMW iX,64902,2,Asia,China,Wholesale
18/11/2021,2021,BMW M3,33671,5,South America,Brazil,Wholesale
19/11/2021,2021,BMW M3,53926,1,Europe,Spain,Dealership
19/11/2021,2021,BMW i4,37076,3,South America,Peru,Wholesale
19/11/2021,2021,BMW 5 Series,114448,5,South America,Brazil,Wholesale
19/11/2021,2021,BMW Z4,39967,2,Asia,South Korea,Online
19/11/2021,2021,BMW iX3,91068,3,North America,United States,Wholesale
20/11/2021,2021,BMW M3,63521,4,Europe,United Kingdom,Dealership
20/11/2021,2021,BMW X6,108513,4,South America,Brazil,Online
20/11/2021,2021,BMW i3,68790,4,South America,Chile,Dealership
20/11/2021,2021,BMW 2 Series,82775,3,South America,Chile,Online
,,,,,,,
21/11/2021,2021,BMW X3,101515,2,North America,Canada,Online
21/11/2021,2021,BMW Z4,44272,3,Asia,China,Wholesale
21/11/2021,2021,BMW M4,101744,5,Africa,Nigeria,Online
21/11/2021,2021,BMW 8 Series,37304,5,South America,Colombia,Dealership
22/11/2021,2021,BMW M3,47762,4,Asia,Japan,Online
22/11/2021,2021,BMW M8,110865,2,South America,Chile,Dealership
22/11/2021,2021,BMW iX3,81591,5,South America,Argentina,Dealership
23/11/2021,2021,BMW Z4,51891,1,Europe,France,Dealership
23/11/2021,2021,BMW i8,90428,1,South America,Peru,Wholesale
23/11/2021,2021,BMW 4 Series,60146,4,Europe,France,Wholesale
,,,,,,,
23/11/2021,2021,BMW M5,67880,4,Africa,Kenya,Wholesale
23/11/2021,2021,BMW M2,87487,4,South America,Colombia,Dealership
24/11/2021,2021,BMW 4 Series,34715,5,Asia,South Korea,Wholesale
,,,,,,,
25/11/2021,2021,BMW i3,49750,2,Asia,China,Dealership
25/11/2021,2021,BMW 7 Series,88491,4,Asia,China,Dealership
25/11/2021,2021,BMW X1,30503,3,Europe,France,Online
25/11/2021,2021,BMW X7,69860,4,Africa,Morocco,Wholesale
25/11/2021,2021,BMW i4,48930,5,Asia,China,Wholesale
25/11/2021,2021,BMW M3,65911,2,Asia,India,Online
27/11/2021,2021,BMW 4 Series,77143,4,Europe,Italy,Wholesale
,,,,,,,
27/11/2021,2021,BMW X5,108821,1,Asia,China,Wholesale
27/11/2021,2021,BMW X1,107530,4,South America,Brazil,Online
28/11/2021,2021,BMW 4 Series,74696,4,South America,Chile,Dealership
,,,,,,,
